subscription_id,account_id,start_date,plan_tier,mrr_amount,auto_renew_flag
SUB89379,ACC1209,2025-09-13,Pro,200.10628179979335,True
SUB47431,ACC1210,2025-12-31,Pro,359.75924220728507,True
SUB63184,ACC1211,2025-06-23,Basic,254.28476959467656,True
SUB84549,ACC1211,2025-08-04,Enterprise,376.1346679044514,True
SUB64470,ACC1212,2025-10-07,Enterprise,376.2345844296223,True
SUB15539,ACC1213,2026-05-01,Pro,135.4598415677978,True
SUB96998,ACC1213,2026-03-20,Pro,225.518169478577,True
SUB87649,ACC1213,2026-02-22,Pro,380.6652608134793,True
SUB18520,ACC1214,2026-04-15,Pro,179.506893597033,True
SUB19985,ACC1214,2026-03-21,Pro,291.460029192143,True
SUB29432,ACC1214,2025-10-14,Enterprise,115.71926941278076,True
SUB27148,ACC1215,2025-06-06,Basic,62.51635016847198,True
SUB78793,ACC1216,2026-04-04,Basic,446.10905908181246,True
SUB23624,ACC1217,2026-04-18,Basic,389.44163260231824,True
SUB71598,ACC1217,2026-02-17,Pro,242.96655303681302,True
SUB93371,ACC1217,2025-06-30,Pro,168.25580471704808,True
SUB32936,ACC1218,2025-06-15,Enterprise,269.0298803196002,True
SUB18577,ACC1219,2025-12-27,Basic,445.14870265240813,True
SUB72431,ACC1220,2026-01-31,Enterprise,192.1957410845706,True
SUB15340,ACC1221,2025-05-14,Enterprise,414.096747309338,True
SUB84198,ACC1222,2025-12-26,Enterprise,162.39890448213347,True
SUB53425,ACC1222,2025-05-23,Basic,310.8505446063764,True
SUB16637,ACC1222,2026-03-13,Enterprise,450.560318488714,True
SUB71296,ACC1223,2025-09-24,Enterprise,286.750255243973,True
SUB71026,ACC1223,2025-05-15,Pro,244.25922084779884,True
SUB19466,ACC1223,2026-01-24,Enterprise,235.70091382440523,True
SUB62214,ACC1224,2026-02-20,Basic,393.6569508467144,True
SUB50722,ACC1225,2026-04-12,Enterprise,323.5762984261114,True
SUB51986,ACC1225,2025-06-25,Enterprise,102.67022482688398,True
SUB24242,ACC1226,2025-12-15,Pro,497.8438934760795,True
SUB91489,ACC1226,2025-06-05,Basic,428.00437239639825,True
SUB60496,ACC1227,2025-08-15,Pro,334.7442194002626,True
SUB96665,ACC1228,2025-12-28,Enterprise,295.3868891423939,True
SUB77649,ACC1228,2025-06-01,Pro,251.6001729989314,True
SUB48399,ACC1228,2025-10-19,Enterprise,169.92445666650494,True
SUB10486,ACC1229,2025-05-05,Pro,397.4525883541033,True
SUB82503,ACC1229,2026-01-25,Enterprise,160.1957252361355,True
SUB56359,ACC1229,2025-09-12,Pro,237.68786797871337,True
SUB63117,ACC1230,2025-05-14,Basic,372.1370539152961,True
SUB51139,ACC1230,2025-10-20,Pro,400.2565894842721,True
SUB12865,ACC1231,2026-03-23,Basic,186.68734744266362,True
SUB41695,ACC1231,2025-05-21,Enterprise,361.55766444569593,True
SUB27051,ACC1232,2025-08-16,Pro,428.12921089412265,True
SUB86761,ACC1233,2025-12-05,Basic,336.568438119324,True
SUB71823,ACC1233,2026-03-17,Enterprise,84.12228821706289,True
SUB95868,ACC1233,2025-06-07,Enterprise,98.19528113083496,True
SUB81889,ACC1234,2025-10-23,Basic,251.5331454197662,True
SUB82442,ACC1235,2025-06-24,Pro,58.857474198617595,True
SUB63337,ACC1235,2025-06-18,Enterprise,209.40219733081915,True
SUB79827,ACC1236,2026-02-09,Enterprise,486.16606131944354,True
SUB12624,ACC1236,2025-11-20,Basic,62.72716302265487,True
SUB79974,ACC1236,2025-06-07,Enterprise,347.7911382027398,True
SUB70121,ACC1237,2025-12-20,Pro,453.34758007412574,True
SUB26067,ACC1237,2026-03-08,Pro,73.51461019260256,True
SUB92944,ACC1237,2026-05-01,Basic,230.24380312150305,True
SUB29716,ACC1238,2026-03-04,Pro,481.6471608925999,True
SUB18352,ACC1239,2025-12-06,Pro,119.66292402605086,True
SUB22944,ACC1239,2026-02-13,Basic,453.3444098299645,True
SUB72464,ACC1240,2025-11-24,Basic,333.7796172997236,True
SUB53408,ACC1240,2026-03-07,Basic,401.2393273309886,True
SUB86801,ACC1241,2025-09-13,Pro,174.14213544685362,True
SUB59574,ACC1242,2025-05-09,Pro,137.5509643834657,True
SUB26105,ACC1242,2025-10-02,Enterprise,363.9202254863163,True
SUB35507,ACC1243,2026-04-19,Basic,441.2332089078233,True
SUB47989,ACC1244,2026-01-02,Basic,156.9253293436525,True
SUB12787,ACC1245,2025-09-26,Basic,98.25915930947357,True
SUB21117,ACC1246,2025-07-06,Pro,224.66825085102386,True
SUB23600,ACC1247,2025-12-06,Basic,96.30385578506655,True
SUB88643,ACC1247,2026-04-04,Enterprise,224.9477637678843,True
SUB22387,ACC1247,2025-06-24,Pro,329.60809375615463,True
SUB77395,ACC1248,2026-02-05,Pro,192.6099502691784,True
SUB58398,ACC1248,2025-06-10,Pro,184.2105435585757,True
SUB70297,ACC1249,2025-09-01,Enterprise,268.23704683748974,True
SUB52116,ACC1250,2025-06-15,Basic,181.3094464151594,True
SUB32779,ACC1250,2026-04-20,Enterprise,299.0939408982674,True
SUB11269,ACC1250,2025-10-10,Pro,487.3102428448521,True
SUB86494,ACC1251,2025-05-10,Pro,391.4961850388658,True
SUB51845,ACC1251,2026-02-07,Enterprise,396.6784364895931,True
SUB47816,ACC1251,2026-03-16,Pro,255.72360768477012,True
SUB10949,ACC1252,2026-01-24,Pro,68.02788744201247,True
SUB48338,ACC1253,2025-09-22,Pro,315.80580205497597,True
SUB86115,ACC1254,2025-08-26,Basic,247.98122692813723,True
SUB12370,ACC1254,2025-06-27,Enterprise,451.9619523222567,True
SUB78736,ACC1254,2025-06-17,Pro,285.56069465148653,True
SUB87349,ACC1255,2025-10-24,Basic,68.22074764909185,True
SUB68083,ACC1255,2025-05-21,Pro,437.28889746362154,True
SUB86578,ACC1255,2026-03-26,Pro,297.9911153319237,True
SUB83165,ACC1256,2025-08-21,Basic,121.37973910894864,True
SUB29744,ACC1257,2026-03-20,Pro,221.86717398378175,True
SUB97762,ACC1257,2025-11-18,Pro,351.0356634741056,True
SUB66102,ACC1257,2025-07-06,Enterprise,234.5207506990814,True
SUB25585,ACC1258,2026-02-02,Pro,238.89963020383928,True
SUB80732,ACC1258,2026-04-24,Basic,202.2097882248324,True
SUB88036,ACC1259,2025-05-22,Pro,208.22736004326205,True
SUB18605,ACC1259,2026-03-17,Pro,70.42295874189172,True
SUB78989,ACC1259,2025-05-14,Pro,337.7106331660809,True
SUB88807,ACC1260,2025-05-27,Pro,229.67661334195142,True
SUB18550,ACC1260,2025-10-08,Enterprise,195.59946533961565,True
SUB58756,ACC1261,2025-08-01,Basic,278.11900801921524,True
SUB34615,ACC1262,2026-01-12,Enterprise,264.3087544817436,True
SUB98516,ACC1262,2025-09-20,Basic,74.37290814286814,True
SUB50584,ACC1263,2025-11-24,Pro,132.96858583130594,True
SUB41808,ACC1264,2025-11-27,Enterprise,347.42578264154895,True
SUB11664,ACC1264,2025-08-15,Enterprise,218.53748476290357,True
SUB80692,ACC1265,2026-02-03,Pro,230.51035289058734,True
SUB63047,ACC1266,2025-11-30,Enterprise,156.35447428652031,True
SUB51990,ACC1267,2025-08-05,Pro,495.5392472783024,True
SUB44547,ACC1268,2025-10-21,Pro,93.71424722769606,True
SUB12213,ACC1268,2025-06-04,Basic,145.93925727569888,True
SUB15891,ACC1269,2026-01-25,Basic,95.91648321873276,True
SUB78577,ACC1270,2025-10-28,Pro,402.5287599759039,True
SUB25970,ACC1270,2025-08-27,Enterprise,340.54254911937403,True
SUB38180,ACC1270,2026-03-11,Basic,277.32262022022036,True
SUB53311,ACC1271,2025-06-19,Enterprise,132.02452359652244,True
SUB64166,ACC1271,2025-12-29,Enterprise,183.0379580067051,True
SUB48774,ACC1271,2025-12-21,Enterprise,274.878714219029,True
SUB28625,ACC1272,2025-07-23,Enterprise,204.80374059639942,True
SUB69684,ACC1272,2025-09-22,Basic,451.9034876032743,True
SUB11458,ACC1273,2026-02-19,Basic,169.63940744660192,True
SUB83424,ACC1273,2025-11-23,Enterprise,99.85364831141692,True
SUB11602,ACC1273,2025-12-04,Basic,245.9389145705542,True
SUB10839,ACC1274,2025-06-25,Pro,241.3236310146429,True
SUB31618,ACC1274,2025-05-19,Enterprise,358.75143784230363,True
SUB88940,ACC1275,2025-08-11,Basic,400.2976131048006,True
SUB59138,ACC1275,2025-07-12,Pro,145.10694207535477,True
SUB39206,ACC1276,2025-09-04,Basic,316.48920348679565,True
SUB16330,ACC1277,2025-08-20,Basic,296.3260404286855,True
SUB80861,ACC1277,2026-01-18,Basic,392.2308465745998,True
SUB10341,ACC1277,2025-06-05,Enterprise,277.5020453747984,True
SUB57371,ACC1278,2025-07-18,Enterprise,153.4368077511915,True
SUB84682,ACC1279,2025-10-27,Basic,276.79521963555356,True
SUB52735,ACC1279,2026-02-05,Enterprise,219.6574766640738,True
SUB94026,ACC1279,2026-01-03,Enterprise,273.1160684777582,True
SUB45516,ACC1280,2025-08-06,Pro,74.1768396791276,True
SUB95038,ACC1280,2025-10-09,Basic,224.51956147498223,True
SUB70167,ACC1281,2026-04-15,Pro,179.727677447514,True
SUB28760,ACC1282,2025-10-23,Basic,53.04316728590478,True
SUB78335,ACC1282,2025-12-27,Basic,339.63837640072177,True
SUB86762,ACC1283,2025-09-05,Pro,390.7946498544907,True
SUB82836,ACC1284,2025-10-24,Enterprise,89.33298167136357,True
SUB84527,ACC1285,2025-11-01,Pro,483.99053526391555,True
SUB30689,ACC1285,2025-12-03,Basic,457.4547162335624,True
SUB62526,ACC1286,2025-09-19,Pro,177.18575779937362,True
SUB65246,ACC1287,2026-02-14,Enterprise,427.6907442695465,True
SUB69794,ACC1287,2025-12-18,Basic,463.9732493723156,True
SUB16387,ACC1288,2026-05-02,Enterprise,419.68459404866815,True
SUB22581,ACC1289,2026-01-06,Basic,302.2515962383143,True
SUB45877,ACC1289,2025-12-13,Enterprise,167.20670218250257,True
SUB60902,ACC1290,2026-02-25,Enterprise,158.4151634183682,True
SUB94921,ACC1290,2025-08-22,Pro,371.8874576967655,True
SUB14910,ACC1291,2025-08-02,Enterprise,103.37036430771487,True
SUB41321,ACC1292,2025-09-16,Basic,498.891750095808,True
SUB44719,ACC1293,2026-03-18,Pro,262.92980042560805,True
SUB96454,ACC1293,2026-01-28,Basic,386.2657191649269,True
SUB36428,ACC1293,2025-12-06,Pro,107.08456260455276,True
SUB26660,ACC1294,2025-07-03,Basic,221.11568085728192,True
SUB91901,ACC1294,2025-06-01,Pro,187.46033974665147,True
SUB14361,ACC1295,2026-01-31,Pro,482.1045183402342,True
SUB11590,ACC1295,2025-12-09,Basic,340.9233698404375,True
SUB70857,ACC1295,2026-04-06,Pro,492.06083462303263,True
SUB69932,ACC1296,2025-08-09,Pro,284.5805891065963,True
SUB43528,ACC1296,2025-11-23,Pro,421.0362243852299,True
SUB42069,ACC1296,2026-04-24,Basic,431.09780618568715,True
SUB47577,ACC1297,2025-06-15,Basic,87.35678660955023,True
SUB75163,ACC1297,2025-07-06,Basic,261.35271235943253,True
SUB91903,ACC1298,2026-02-28,Enterprise,85.90393713391262,True
SUB48674,ACC1299,2026-03-09,Basic,180.13983401955386,True
SUB42938,ACC1299,2025-11-29,Basic,460.90982920470697,True
SUB75116,ACC1299,2025-06-25,Enterprise,195.70029455553768,True
SUB74540,ACC1300,2025-05-28,Enterprise,136.2816826040917,True
SUB37599,ACC1301,2026-04-10,Basic,322.1614634036599,True
SUB34879,ACC1301,2025-12-31,Enterprise,94.07256044974727,True
SUB93907,ACC1301,2025-11-02,Pro,309.2964786820534,True
SUB46370,ACC1302,2025-11-12,Basic,156.3787590396305,True
SUB77783,ACC1302,2026-02-25,Basic,216.61121064790154,True
SUB11918,ACC1302,2025-10-23,Pro,166.33354844573375,True
SUB55060,ACC1303,2025-11-02,Pro,237.26578163279888,True
SUB91558,ACC1303,2025-10-14,Pro,364.0075319348717,True
SUB31572,ACC1303,2026-03-15,Enterprise,454.53607582653734,True
SUB54014,ACC1304,2025-11-07,Enterprise,184.79962616627702,True
SUB99503,ACC1305,2025-06-19,Pro,413.90709703732404,True
SUB97153,ACC1305,2025-06-12,Enterprise,370.98616824734967,True
SUB44834,ACC1306,2025-06-18,Pro,157.09986929331086,True
SUB16795,ACC1306,2025-07-30,Pro,228.4597403010517,True
SUB88121,ACC1306,2026-03-05,Pro,497.5704352889649,True
SUB91705,ACC1307,2026-01-27,Basic,341.9138957607732,True
SUB38367,ACC1307,2026-02-20,Pro,220.95298680916423,True
SUB91910,ACC1308,2025-11-30,Pro,375.16357880242225,True
SUB16283,ACC1308,2025-07-14,Enterprise,498.24238047439104,True
SUB99695,ACC1309,2025-10-07,Basic,326.40028441918486,True
SUB15356,ACC1310,2025-06-26,Enterprise,174.62386589876573,True
SUB10938,ACC1310,2025-06-26,Basic,253.0014525920739,True
SUB29991,ACC1310,2026-04-28,Enterprise,324.9973691779209,True
SUB98364,ACC1311,2025-09-25,Pro,68.23058034798709,True
SUB19976,ACC1312,2025-06-04,Pro,111.49844765849514,True
SUB77614,ACC1312,2026-01-11,Enterprise,303.29368728299806,True
SUB38233,ACC1313,2026-05-03,Enterprise,181.28299483872615,True
SUB18195,ACC1313,2026-01-03,Enterprise,454.684274458363,True
SUB18567,ACC1313,2025-05-31,Basic,170.61069077196754,True
SUB13118,ACC1314,2026-02-12,Enterprise,137.83749716043815,True
SUB47507,ACC1314,2025-10-01,Enterprise,127.1936511682872,True
SUB63112,ACC1314,2025-08-16,Pro,356.82248294887455,True
SUB57427,ACC1315,2026-01-12,Pro,281.57539740228884,True
SUB77557,ACC1316,2026-02-14,Basic,90.17526400777294,True
SUB38441,ACC1317,2026-02-25,Enterprise,259.46406240581877,True
SUB17456,ACC1317,2026-04-15,Enterprise,93.58122712526928,True
SUB35395,ACC1318,2026-03-26,Enterprise,417.8471447304713,True
SUB11863,ACC1318,2025-12-25,Enterprise,358.7457636861796,True
SUB98377,ACC1319,2025-12-10,Pro,74.84512112930703,True
SUB31648,ACC1320,2025-12-30,Enterprise,477.04542739066653,True
SUB84480,ACC1320,2025-10-11,Pro,341.50120073684474,True
SUB29543,ACC1321,2025-12-21,Enterprise,295.9315728885738,True
SUB84822,ACC1321,2025-10-05,Basic,266.7731149931988,True
SUB73713,ACC1322,2026-04-01,Basic,373.49259650398835,True
SUB70954,ACC1322,2026-03-06,Pro,335.2497240816535,True
SUB45012,ACC1322,2026-01-31,Pro,392.56085833830997,True
SUB73511,ACC1323,2025-09-21,Enterprise,89.86216834121107,True
SUB71147,ACC1323,2025-05-25,Enterprise,378.45891703315493,True
SUB23805,ACC1323,2026-05-03,Pro,394.43023036568263,True
SUB33547,ACC1324,2025-05-24,Basic,336.8329894283824,True
SUB36510,ACC1325,2026-03-17,Basic,179.6077356911079,True
SUB18693,ACC1325,2025-06-26,Basic,150.01889020761868,True
SUB84514,ACC1325,2026-02-08,Basic,203.45742410001878,True
SUB35618,ACC1326,2025-12-02,Enterprise,268.27577358213966,True
SUB42847,ACC1326,2025-11-30,Basic,318.64967221262117,True
SUB37329,ACC1327,2025-12-03,Basic,151.04820874339728,True
SUB85189,ACC1327,2026-01-14,Pro,118.67986679911873,True
SUB32713,ACC1327,2025-11-17,Basic,466.7782589943984,True
SUB16532,ACC1328,2026-03-08,Enterprise,93.53148283550684,True
SUB66154,ACC1328,2025-08-25,Basic,471.46563138578574,True
SUB43745,ACC1328,2025-07-09,Enterprise,225.37237966827703,True
SUB93511,ACC1329,2025-06-06,Basic,346.3713144165691,True
SUB55540,ACC1330,2026-04-11,Basic,160.36791679876782,True
SUB35980,ACC1331,2026-03-09,Basic,385.6985653755532,True
SUB51716,ACC1331,2025-09-10,Enterprise,73.23928571839271,True
SUB50081,ACC1332,2025-09-24,Enterprise,449.45123379217875,True
SUB89054,ACC1332,2025-06-30,Basic,180.2093652165923,True
SUB12126,ACC1333,2025-09-04,Pro,353.4268642528716,True
SUB77331,ACC1333,2026-02-03,Basic,189.62512440958622,True
SUB33442,ACC1334,2026-03-13,Enterprise,355.5673661087027,True
SUB83574,ACC1334,2025-08-27,Basic,244.34476996406337,True
SUB16046,ACC1334,2025-11-07,Pro,366.97364076634625,True
SUB69125,ACC1335,2025-05-22,Enterprise,360.23246986447685,True
SUB37303,ACC1335,2026-01-28,Basic,370.50071824600394,True
SUB26632,ACC1336,2026-02-19,Pro,296.6127813019338,True
SUB43183,ACC1337,2025-11-03,Pro,124.6952840851918,True
SUB19574,ACC1338,2025-12-04,Basic,312.2091386530945,True
SUB64433,ACC1339,2025-07-06,Pro,415.2645289180938,True
SUB40356,ACC1340,2025-09-28,Enterprise,203.85665842438107,True
SUB82513,ACC1340,2025-10-08,Basic,261.996611007074,True
SUB63405,ACC1340,2025-06-06,Pro,112.0241949932653,True
SUB97075,ACC1341,2025-05-25,Basic,253.45067156538852,True
SUB83826,ACC1341,2025-07-14,Enterprise,138.48743464163846,True
SUB85694,ACC1341,2025-06-16,Pro,104.9347932626884,True
SUB57011,ACC1342,2026-03-20,Enterprise,223.81146646481116,True
SUB67289,ACC1342,2025-08-08,Pro,190.36309548222482,True
SUB81342,ACC1343,2026-03-12,Basic,313.4461078686603,True
SUB87427,ACC1344,2025-06-06,Enterprise,116.266532776932,True
SUB35138,ACC1344,2025-10-30,Basic,292.148230313813,True
SUB36841,ACC1345,2025-11-25,Basic,85.73268669007518,True
SUB44643,ACC1345,2025-05-28,Basic,409.09207225307506,True
SUB31891,ACC1345,2025-08-03,Pro,361.2434727392935,True
SUB39800,ACC1346,2025-09-19,Basic,374.9439896671774,True
SUB64040,ACC1347,2025-05-16,Basic,219.15061635940978,True
SUB42508,ACC1347,2026-01-09,Enterprise,268.72191302398244,True
SUB51103,ACC1347,2025-10-01,Pro,103.97571162933899,True
SUB47265,ACC1348,2025-08-20,Basic,323.2749207967017,True
SUB62189,ACC1349,2025-05-05,Basic,414.24389320014006,True
SUB83609,ACC1349,2026-01-20,Basic,224.66443211560858,True
SUB98974,ACC1350,2025-05-30,Enterprise,289.26519040555434,True
SUB35697,ACC1350,2025-08-05,Basic,417.3389542926566,True
SUB51399,ACC1351,2026-04-12,Enterprise,154.56876744317236,True
SUB19170,ACC1351,2026-02-16,Basic,461.1050986930474,True
SUB60368,ACC1351,2025-07-21,Enterprise,206.38550343459045,True
SUB37670,ACC1352,2025-08-30,Pro,319.535448258128,True
SUB10778,ACC1352,2025-07-24,Pro,489.53602039488476,True
SUB94671,ACC1352,2025-08-31,Basic,103.30229998178383,True
SUB50487,ACC1353,2025-06-28,Enterprise,130.690039979083,True
SUB42425,ACC1353,2026-04-10,Enterprise,373.253942597361,True
SUB60417,ACC1353,2025-12-31,Enterprise,417.91907294536617,True
SUB83949,ACC1354,2026-01-28,Pro,449.74884510891656,True
SUB35357,ACC1354,2025-05-17,Enterprise,342.2007837751823,True
SUB19367,ACC1355,2025-05-29,Pro,308.3945579705944,True
SUB79596,ACC1356,2025-10-15,Basic,295.20166253902914,True
SUB23947,ACC1356,2026-04-17,Pro,135.79805821277867,True
SUB10816,ACC1357,2025-12-10,Enterprise,498.31866748856186,True
SUB72629,ACC1357,2025-09-08,Enterprise,126.23796284481267,True
SUB53943,ACC1357,2025-09-26,Enterprise,77.18103509223678,True
SUB34834,ACC1358,2026-01-16,Enterprise,322.33422282719914,True
SUB22417,ACC1359,2026-01-17,Enterprise,361.9904505585913,True
SUB98168,ACC1359,2026-01-06,Enterprise,322.62783759564536,True
SUB66289,ACC1360,2026-03-06,Basic,356.6895891942824,True
SUB57316,ACC1360,2025-05-17,Basic,311.5108991383281,True
SUB96648,ACC1361,2025-09-11,Basic,361.7235434590754,True
SUB38273,ACC1362,2025-10-19,Basic,424.9974491113511,True
SUB80365,ACC1362,2026-03-03,Enterprise,309.4030955959747,True
SUB53113,ACC1363,2026-02-05,Enterprise,459.3697999281219,True
SUB43748,ACC1363,2026-03-28,Basic,386.64472695838117,True
SUB96803,ACC1364,2025-12-21,Basic,448.48326691379054,True
SUB85460,ACC1364,2025-05-25,Enterprise,225.99598910440534,True
SUB43298,ACC1365,2026-03-11,Pro,416.77404639284674,True
SUB22543,ACC1366,2025-12-14,Basic,163.72436341252805,True
SUB49984,ACC1366,2025-12-26,Pro,442.5396122153528,True
SUB75803,ACC1367,2026-03-18,Enterprise,145.13188642301355,True
SUB20674,ACC1367,2025-12-31,Enterprise,395.19869561101984,True
SUB64437,ACC1367,2026-04-26,Enterprise,326.5055045361638,True
SUB79643,ACC1368,2026-01-28,Pro,146.15325878470043,True
SUB81281,ACC1368,2026-03-11,Enterprise,383.0570103672702,True
SUB97302,ACC1369,2025-10-26,Pro,270.2488854969165,True
SUB52564,ACC1370,2026-03-21,Pro,312.7017173729589,True
SUB91085,ACC1370,2025-07-21,Enterprise,496.5883546668786,True
SUB61801,ACC1371,2025-08-17,Basic,56.46308653201293,True
SUB71812,ACC1371,2025-11-18,Basic,230.43350530163733,True
SUB66452,ACC1372,2025-06-20,Pro,213.2629646194951,True
SUB13411,ACC1372,2025-07-27,Enterprise,245.03982836541323,True
SUB72212,ACC1373,2026-02-27,Pro,124.13996864986775,True
SUB89775,ACC1374,2025-08-31,Pro,104.45614947798313,True
SUB90728,ACC1375,2025-07-02,Basic,52.87039599185882,True
SUB31992,ACC1376,2026-01-29,Pro,205.64309158528596,True
SUB10676,ACC1377,2025-10-29,Enterprise,328.4921027216243,True
SUB86556,ACC1377,2025-12-21,Basic,183.26054365917958,True
SUB64941,ACC1377,2025-09-09,Basic,137.62243505900375,True
SUB74482,ACC1378,2026-03-28,Basic,387.3392809186738,True
SUB98860,ACC1378,2025-09-29,Pro,196.86131783934417,True
SUB93234,ACC1378,2025-08-20,Enterprise,436.122674358578,True
SUB27211,ACC1379,2026-02-10,Enterprise,269.6503071910918,True
SUB89142,ACC1379,2026-02-05,Basic,463.5827502222152,True
SUB27926,ACC1380,2026-05-02,Enterprise,426.4503678283408,True
SUB26930,ACC1380,2025-05-30,Enterprise,200.11643222020192,True
SUB35012,ACC1381,2025-11-22,Basic,196.02680181387944,True
SUB27571,ACC1381,2025-10-13,Pro,249.5086422437425,True
SUB38670,ACC1382,2026-03-16,Basic,454.5508058096336,True
SUB89453,ACC1383,2025-09-16,Enterprise,360.7091358861216,True
SUB97701,ACC1383,2025-05-15,Pro,473.8127109712572,True
SUB74424,ACC1383,2026-01-02,Enterprise,151.09609347849758,True
SUB56054,ACC1384,2025-12-06,Basic,432.9553418295657,True
SUB99513,ACC1384,2025-08-15,Pro,170.0682627645266,True
SUB49546,ACC1385,2025-09-04,Basic,209.20992671103227,True
SUB21131,ACC1385,2026-01-26,Pro,80.21874923027914,True
SUB93567,ACC1385,2026-03-01,Basic,333.0263219620594,True
SUB23878,ACC1386,2025-06-19,Enterprise,465.5755635813492,True
SUB13100,ACC1387,2026-05-01,Enterprise,233.56775972723062,True
SUB45742,ACC1387,2026-03-23,Enterprise,256.8385132897255,True
SUB32274,ACC1387,2025-08-28,Enterprise,479.312471796164,True
SUB68522,ACC1388,2026-04-29,Basic,453.87710888367286,True
SUB30153,ACC1388,2026-02-25,Enterprise,292.71051292208585,True
SUB74807,ACC1389,2025-10-15,Enterprise,385.4831335732659,True
SUB18151,ACC1390,2025-08-01,Enterprise,306.43276068267494,True
SUB25718,ACC1390,2025-08-01,Pro,369.48445144011936,True
SUB35055,ACC1390,2025-11-25,Enterprise,145.05148972048875,True
SUB39139,ACC1391,2025-07-31,Pro,149.70540381677762,True
SUB91658,ACC1392,2026-01-05,Enterprise,143.05511130907587,True
SUB42935,ACC1392,2026-02-19,Pro,403.78353206880405,True
SUB11182,ACC1393,2025-05-29,Pro,421.49379402054296,True
SUB71233,ACC1393,2025-10-05,Pro,415.9549390077885,True
SUB83726,ACC1394,2025-08-01,Pro,464.547746888737,True
SUB44643,ACC1394,2025-05-18,Pro,92.40820718012405,True
SUB86934,ACC1394,2025-10-18,Enterprise,133.26717855146185,True
SUB53660,ACC1395,2025-06-06,Basic,210.2061199244025,True
SUB74097,ACC1395,2025-06-07,Enterprise,223.80293064089776,True
SUB17157,ACC1396,2026-04-14,Basic,318.55268407502496,True
SUB15685,ACC1396,2025-07-15,Basic,146.4627168736418,True
SUB39224,ACC1397,2026-04-06,Pro,281.06663045501693,True
SUB37805,ACC1398,2025-07-11,Pro,311.02407865168567,True
SUB98940,ACC1399,2025-12-26,Enterprise,353.68565116652024,True
SUB46249,ACC1399,2025-06-30,Basic,402.2452459990493,True
SUB75213,ACC1399,2025-05-25,Basic,135.71943964334744,True
SUB87206,ACC1400,2025-11-20,Enterprise,376.9978204836861,True
SUB14262,ACC1400,2026-04-26,Pro,311.11737067101694,True
SUB79546,ACC1400,2026-04-15,Basic,490.5059629065543,True
SUB41543,ACC1401,2025-09-20,Pro,325.45982076290005,True
SUB74528,ACC1401,2026-01-02,Enterprise,485.93130873954743,True
SUB43733,ACC1402,2025-09-24,Pro,105.36102267748731,True
SUB91414,ACC1402,2025-08-06,Enterprise,255.69459212958893,True
SUB77289,ACC1403,2025-06-09,Basic,209.0475870829081,True
SUB20688,ACC1403,2026-04-29,Basic,281.9649942194602,True
SUB29713,ACC1404,2025-12-12,Basic,363.36522867306576,True
SUB65164,ACC1404,2026-03-04,Enterprise,327.17140502945733,True
SUB15546,ACC1404,2025-12-05,Basic,73.25889483431354,True
SUB69718,ACC1405,2026-01-20,Enterprise,140.81040315316315,True
SUB35716,ACC1405,2026-02-10,Enterprise,134.6720811285719,True
SUB78798,ACC1406,2025-08-31,Pro,54.73771383442093,True
SUB78564,ACC1406,2025-09-10,Enterprise,145.1188548044064,True
SUB24149,ACC1406,2026-03-28,Pro,488.18627592129803,True
SUB51123,ACC1407,2026-02-24,Basic,72.63160227661501,True
SUB12403,ACC1408,2025-08-20,Basic,340.5504161445018,True
SUB76093,ACC1409,2025-09-13,Basic,152.59258277244197,True
SUB88101,ACC1409,2025-08-17,Enterprise,165.16544746512898,True
SUB69751,ACC1409,2025-05-23,Enterprise,271.3044875535089,True
SUB89827,ACC1410,2025-05-08,Basic,473.3242358694481,True
SUB94555,ACC1410,2026-01-25,Basic,461.1522420121176,True
SUB42590,ACC1410,2025-10-10,Enterprise,329.1099391280359,True
SUB17531,ACC1411,2025-09-19,Basic,319.5672862824901,True
SUB35195,ACC1411,2026-04-05,Enterprise,369.28500764408085,True
SUB96877,ACC1412,2025-08-04,Enterprise,322.86667376836874,True
SUB49773,ACC1412,2026-03-09,Pro,375.9717806987744,True
SUB13503,ACC1413,2026-01-14,Pro,187.15171641969894,True
SUB35670,ACC1413,2025-11-03,Enterprise,349.219820029703,True
SUB88474,ACC1414,2026-02-24,Pro,494.14270738660014,True
SUB72403,ACC1414,2025-12-29,Basic,473.56247812801934,True
SUB74643,ACC1415,2025-08-27,Enterprise,117.64559228323726,True
SUB50388,ACC1416,2026-02-06,Basic,353.1557513639213,True
SUB78581,ACC1416,2025-12-28,Basic,473.30357129960737,True
SUB49143,ACC1417,2025-06-06,Basic,258.17808540244516,True
SUB77784,ACC1417,2025-12-09,Pro,74.99044726368149,True
SUB42698,ACC1417,2026-02-10,Pro,51.95964698417538,True
SUB40549,ACC1418,2026-04-07,Basic,357.8357964158091,True
SUB53856,ACC1418,2026-01-06,Basic,215.08473010517534,True
SUB10362,ACC1419,2025-09-20,Basic,160.83999073963008,True
SUB42872,ACC1419,2025-07-06,Enterprise,189.43795577697827,True
SUB21245,ACC1419,2026-04-12,Pro,255.759420128997,True
SUB86213,ACC1420,2025-08-17,Pro,240.08395084771757,True
SUB61189,ACC1420,2026-03-04,Enterprise,186.4758725250749,True
SUB23655,ACC1421,2025-05-24,Basic,131.2642263358002,True
SUB49354,ACC1422,2025-12-10,Basic,65.25028953543486,True
