account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag
ACC1306,"Harris, Cook and Levy",DevTools,BI,2025-01-15,organic,Enterprise,5,False,False
ACC1307,Scott Group,EdTech,AO,2025-07-25,organic,Basic,43,True,False
ACC1308,"Evans, Townsend and Nguyen",FinTech,PG,2025-04-09,event,Enterprise,5,False,False
ACC1309,"Parks, May and Dixon",SaaS,IS,2025-12-07,event,Basic,17,True,False
ACC1310,Cooley Inc,DevTools,SG,2025-11-15,partner,Enterprise,38,True,False
ACC1311,Blake Inc,FinTech,CZ,2026-03-29,partner,Pro,8,True,False
ACC1312,Smith-Lang,EdTech,OM,2024-10-20,organic,Pro,50,False,False
ACC1313,"Washington, White and Williams",FinTech,FM,2024-05-12,event,Pro,44,True,False
ACC1314,"Jenkins, Gonzales and Gates",SaaS,CN,2024-11-29,ads,Enterprise,27,False,True
ACC1315,Turner-Carr,EdTech,NL,2024-09-28,ads,Pro,49,True,False
ACC1316,Jordan LLC,DevTools,MN,2025-12-26,organic,Basic,49,True,False
ACC1317,George-Hensley,SaaS,IL,2025-02-21,ads,Basic,16,True,False
ACC1318,Ross-Williams,SaaS,TN,2024-12-19,event,Enterprise,23,False,False
ACC1319,Ramsey-Baxter,FinTech,IQ,2025-06-17,event,Enterprise,27,False,False
ACC1320,"Robinson, Gregory and Velez",EdTech,SD,2025-12-05,partner,Pro,49,False,True
ACC1321,Hayes-Evans,EdTech,CY,2024-07-03,event,Pro,4,True,False
ACC1322,"Young, Powell and Gray",DevTools,KG,2024-11-28,organic,Pro,36,True,True
ACC1323,"Garza, Moran and Armstrong",FinTech,GA,2026-03-26,ads,Pro,32,False,False
ACC1324,"Mcdowell, Ryan and Cox",FinTech,PY,2026-03-15,organic,Enterprise,32,False,False
ACC1325,Ramsey-Wright,SaaS,GB,2024-06-03,partner,Enterprise,3,False,False
ACC1326,"Mckinney, Williams and Huber",DevTools,ES,2026-01-29,event,Pro,13,False,False
ACC1327,"Brooks, Long and Hunter",DevTools,RS,2025-11-30,event,Enterprise,36,True,True
ACC1328,Garcia Group,FinTech,BY,2025-03-04,event,Enterprise,50,True,False
ACC1329,"Levy, Parks and Mckinney",DevTools,BO,2024-11-03,organic,Enterprise,24,False,False
ACC1330,Young-Sims,EdTech,KW,2025-09-22,organic,Basic,5,True,True
ACC1331,Beltran-Reed,FinTech,BN,2025-06-01,ads,Enterprise,27,False,False
ACC1332,Wells Group,SaaS,CD,2025-07-17,partner,Enterprise,33,True,True
ACC1333,Mckinney-Jackson,SaaS,SM,2024-06-10,event,Enterprise,11,True,False
ACC1334,Moore-Carter,EdTech,MX,2025-10-06,organic,Basic,32,True,True
ACC1335,Klein Inc,SaaS,BE,2024-12-04,partner,Enterprise,32,False,True
ACC1336,Richard Inc,FinTech,JO,2026-01-22,ads,Enterprise,32,False,False
ACC1337,"Garrett, Orr and Rose",FinTech,AU,2025-01-16,event,Enterprise,27,False,False
ACC1338,Castillo Group,FinTech,NZ,2025-09-10,ads,Enterprise,4,False,True
ACC1339,Nguyen LLC,EdTech,SE,2025-06-20,event,Enterprise,47,True,False
ACC1340,Knapp-Fitzpatrick,EdTech,YE,2025-12-06,ads,Pro,33,False,True
ACC1341,"Harrington, Price and Chambers",EdTech,DM,2025-06-24,organic,Basic,44,False,False
ACC1342,Hodges-Williams,FinTech,AO,2025-01-18,event,Pro,27,True,True
ACC1343,"Bailey, Brown and Simpson",DevTools,UA,2024-09-17,organic,Basic,22,True,False
ACC1344,Contreras PLC,FinTech,TR,2025-01-10,partner,Pro,38,False,True
ACC1345,Mcpherson-Lynch,SaaS,CA,2025-07-24,ads,Enterprise,24,False,False
ACC1346,Gordon-Sanchez,EdTech,SR,2024-11-20,partner,Enterprise,36,True,False
ACC1347,Wheeler Inc,DevTools,SA,2025-05-04,ads,Basic,47,False,True
ACC1348,"Lowe, Flores and Jacobs",SaaS,ML,2024-12-04,organic,Enterprise,43,False,True
ACC1349,"Tyler, Mack and Pugh",FinTech,EC,2024-10-23,ads,Pro,14,True,True
ACC1350,Barnes Ltd,DevTools,KE,2026-01-18,ads,Basic,33,True,False
ACC1351,Terry and Sons,SaaS,AR,2025-07-10,ads,Enterprise,8,False,True
ACC1352,York-Rodriguez,DevTools,ER,2025-01-01,organic,Basic,12,False,True
ACC1353,"Wilson, Ward and Mercado",DevTools,LS,2025-04-20,ads,Pro,24,False,False
ACC1354,Carlson LLC,FinTech,SK,2024-12-07,event,Enterprise,37,True,True
ACC1355,"Bowman, White and Olson",EdTech,ME,2024-06-03,organic,Enterprise,19,True,True
ACC1356,Black and Sons,SaaS,TN,2025-08-27,event,Pro,5,False,False
ACC1357,Cortez Ltd,SaaS,PK,2025-11-28,event,Basic,6,False,True
ACC1358,Huffman and Sons,EdTech,JM,2025-06-19,ads,Pro,8,True,False
ACC1359,"White, Shepherd and Garza",EdTech,LC,2024-07-07,organic,Pro,42,True,True
ACC1360,Chen Group,EdTech,MX,2025-12-21,event,Basic,32,True,False
ACC1361,Garcia-Powell,FinTech,TV,2024-09-30,ads,Enterprise,25,True,False
ACC1362,"David, Howard and Johnson",DevTools,CD,2025-01-06,organic,Pro,16,False,True
ACC1363,Noble-Harmon,DevTools,CL,2026-02-08,ads,Pro,15,True,False
ACC1364,"Williams, Koch and Estrada",EdTech,NL,2025-08-04,event,Pro,48,False,False
ACC1365,Rojas-Stone,SaaS,NO,2024-09-17,organic,Pro,19,True,False
ACC1366,Caldwell-Peck,SaaS,NG,2024-09-08,event,Basic,31,False,False
ACC1367,"Smith, Meza and King",FinTech,MR,2025-12-06,ads,Basic,16,False,True
ACC1368,"Castillo, Walker and Butler",SaaS,CM,2025-10-02,ads,Basic,23,True,True
ACC1369,Henson-Ferguson,FinTech,US,2025-11-22,event,Basic,19,True,True
ACC1370,"Smith, Martinez and Harris",SaaS,PH,2025-03-12,event,Pro,45,True,True
ACC1371,Rocha-Martinez,EdTech,TW,2025-01-09,partner,Basic,50,True,True
ACC1372,Graves and Sons,DevTools,MT,2025-03-22,organic,Basic,28,True,True
ACC1373,Alexander and Sons,DevTools,AF,2025-09-25,event,Enterprise,23,False,True
ACC1374,"Bullock, Herrera and Young",EdTech,MT,2026-01-14,event,Enterprise,29,False,False
ACC1375,Ball-Snyder,DevTools,PA,2024-08-25,ads,Basic,13,False,True
ACC1376,Bowers PLC,DevTools,MN,2024-09-18,partner,Basic,1,False,True
ACC1377,Hoover LLC,DevTools,AT,2024-11-25,ads,Pro,3,False,False
ACC1378,Lawrence-Lopez,EdTech,BH,2024-11-29,ads,Enterprise,31,False,True
ACC1379,"Grant, Shepherd and Petty",EdTech,MK,2025-12-18,organic,Basic,49,True,True
ACC1380,Riddle-Lee,SaaS,RS,2025-12-18,event,Enterprise,25,True,False
ACC1381,"Bennett, Walker and Compton",EdTech,DO,2024-07-06,ads,Pro,30,False,False
ACC1382,Duke Group,DevTools,SM,2026-01-14,event,Basic,41,False,False
ACC1383,"Flores, Turner and Mcguire",EdTech,GW,2025-02-13,organic,Basic,48,True,False
ACC1384,Hood Ltd,DevTools,GQ,2026-03-26,organic,Basic,31,True,False
ACC1385,"Dyer, Carroll and Taylor",DevTools,MU,2025-12-13,ads,Pro,35,True,True
ACC1386,Herring Ltd,FinTech,SR,2025-10-21,partner,Pro,47,False,False
ACC1387,Mccann PLC,EdTech,ES,2026-02-12,event,Pro,14,True,True
ACC1388,Arellano PLC,EdTech,TN,2026-04-09,organic,Basic,34,False,False
ACC1389,"Brady, Berry and Henderson",SaaS,TR,2025-12-28,event,Pro,33,True,True
ACC1390,Castillo-Williams,SaaS,LY,2024-10-03,organic,Enterprise,20,True,True
ACC1391,Peterson Ltd,SaaS,DJ,2026-01-12,organic,Enterprise,29,False,True
ACC1392,Rowe LLC,FinTech,MC,2024-11-18,event,Basic,28,True,False
ACC1393,Henson-Williamson,FinTech,SD,2024-10-31,event,Basic,30,False,False
ACC1394,Green PLC,SaaS,GM,2025-03-21,ads,Basic,6,True,True
ACC1395,Nelson-Franklin,DevTools,SE,2025-02-03,event,Pro,44,False,True
ACC1396,Shaw-Hobbs,EdTech,PG,2025-01-28,ads,Basic,50,False,True
ACC1397,Rose PLC,EdTech,PS,2025-04-16,ads,Basic,38,False,True
ACC1398,Young Inc,DevTools,BY,2026-03-17,organic,Enterprise,43,False,False
ACC1399,Dennis LLC,EdTech,CR,2025-07-15,event,Basic,36,False,False
ACC1400,Gross Group,FinTech,ID,2025-06-10,partner,Pro,21,False,True
ACC1401,"Parker, Cole and Gallagher",SaaS,SK,2024-11-16,event,Pro,29,False,True
ACC1402,Taylor-Burns,EdTech,SY,2026-02-27,organic,Pro,6,True,False
ACC1403,Horton PLC,FinTech,TT,2025-03-16,partner,Pro,48,False,True
ACC1404,Cox-Ballard,SaaS,KM,2025-10-03,ads,Pro,1,False,False
ACC1405,Vance Ltd,DevTools,CH,2025-02-06,partner,Basic,18,False,False
ACC1406,"Holt, Patterson and Malone",FinTech,NP,2024-09-19,event,Basic,31,False,False
ACC1407,James Group,DevTools,TW,2025-12-21,event,Basic,6,False,True
ACC1408,Jackson-Allen,FinTech,NO,2025-10-08,ads,Pro,43,False,False
ACC1409,"Romero, May and Moran",DevTools,LR,2025-03-04,organic,Pro,41,True,False
ACC1410,Gardner PLC,EdTech,DM,2026-03-26,organic,Pro,33,True,False
ACC1411,Gilbert PLC,SaaS,ME,2026-01-10,organic,Basic,28,True,True
ACC1412,"Mccoy, Foster and Alexander",FinTech,KN,2025-06-22,partner,Pro,20,False,False
ACC1413,"Sanchez, Jenkins and Clark",FinTech,ER,2025-06-27,partner,Enterprise,8,True,True
ACC1414,Wallace and Sons,SaaS,PE,2025-02-11,organic,Pro,14,False,True
ACC1415,Foster Inc,EdTech,JP,2024-06-12,event,Pro,14,False,False
ACC1416,Hale-Cole,EdTech,DZ,2024-12-18,partner,Enterprise,31,True,False
ACC1417,Acosta PLC,DevTools,IE,2025-09-15,ads,Pro,26,True,True
ACC1418,"Mcclure, Hartman and Martin",EdTech,SY,2026-01-05,event,Pro,48,False,False
ACC1419,Morrow-Robbins,FinTech,MX,2026-01-01,partner,Enterprise,14,True,True
ACC1420,Martinez-Gonzalez,FinTech,MC,2025-06-30,ads,Enterprise,3,False,True
ACC1421,Miller-Christensen,SaaS,IE,2025-04-26,organic,Basic,11,True,True
ACC1422,"Webb, Brown and Valdez",EdTech,ZM,2025-10-06,ads,Basic,50,True,True
ACC1423,Bowen and Sons,EdTech,GT,2025-05-30,event,Enterprise,35,True,True
ACC1424,Carrillo LLC,DevTools,ID,2025-07-30,partner,Enterprise,39,False,True
ACC1425,Perez Ltd,SaaS,GQ,2024-08-12,ads,Enterprise,36,False,False
ACC1426,Mitchell-Gonzalez,EdTech,SR,2025-09-30,event,Basic,25,True,False
ACC1427,"Herring, Ellis and Arias",DevTools,AT,2024-06-01,partner,Enterprise,47,False,False
ACC1428,Roberson-Burke,EdTech,BO,2025-02-18,partner,Pro,33,True,False
ACC1429,Torres and Sons,FinTech,MW,2025-07-07,organic,Enterprise,50,True,True
ACC1430,Morgan LLC,DevTools,MG,2025-08-23,organic,Basic,20,True,False
ACC1431,"Clark, Murphy and Gibson",EdTech,LU,2024-11-11,event,Enterprise,18,False,False
ACC1432,"Freeman, Walker and Guzman",EdTech,CO,2026-03-22,organic,Pro,24,False,False
ACC1433,Craig-Pearson,DevTools,VE,2024-07-09,event,Basic,20,False,True
ACC1434,"Miller, Greene and Ortiz",FinTech,DJ,2025-05-03,partner,Enterprise,12,True,True
ACC1435,Scott-Best,FinTech,QA,2025-08-17,event,Pro,42,False,True
ACC1436,"Powell, Simmons and Cooper",DevTools,KN,2025-09-30,ads,Enterprise,2,True,False
ACC1437,Mcgee Group,EdTech,VA,2024-08-27,organic,Pro,46,False,False
ACC1438,Oconnor and Sons,SaaS,MM,2024-05-18,partner,Enterprise,2,False,True
ACC1439,"Contreras, Mason and Barber",FinTech,SI,2025-04-18,partner,Basic,10,False,True
ACC1440,Hall and Sons,EdTech,KG,2025-04-07,organic,Pro,13,True,False
ACC1441,Macias-Strong,FinTech,CZ,2024-05-26,organic,Basic,31,False,True
ACC1442,Gutierrez Group,DevTools,CU,2024-12-11,ads,Basic,45,True,True
ACC1443,Evans and Sons,EdTech,MV,2024-09-10,organic,Enterprise,43,False,True
ACC1444,Pugh LLC,DevTools,SC,2026-03-28,ads,Pro,31,False,False
ACC1445,"Brown, Knight and Grimes",DevTools,KR,2024-11-04,ads,Pro,5,True,True
ACC1446,White Inc,EdTech,UZ,2025-06-03,partner,Basic,44,True,True
ACC1447,Myers-Morse,EdTech,TJ,2024-07-26,organic,Basic,41,False,True
ACC1448,Blanchard Group,EdTech,CG,2025-11-30,organic,Enterprise,32,False,False
ACC1449,Johnson-Rodriguez,SaaS,KZ,2024-12-28,ads,Pro,14,True,False
ACC1450,Cole Group,SaaS,PG,2026-04-06,organic,Enterprise,4,True,True
ACC1451,Gill-Tanner,EdTech,BZ,2024-08-18,partner,Enterprise,3,True,False
ACC1452,Harris Group,SaaS,LB,2025-02-21,ads,Pro,18,False,False
ACC1453,Wheeler PLC,EdTech,NI,2026-02-19,event,Enterprise,47,False,True
ACC1454,Quinn Group,DevTools,VC,2025-11-07,ads,Pro,17,True,False
ACC1455,Mcgee-Johnson,EdTech,LT,2024-10-02,event,Enterprise,30,True,False
ACC1456,Thomas LLC,SaaS,FR,2025-03-27,partner,Pro,41,False,False
ACC1457,"Smith, Wells and Wilson",EdTech,BH,2024-10-14,ads,Pro,19,False,True
ACC1458,"Kim, Turner and Smith",EdTech,AU,2025-05-12,ads,Basic,37,False,True
ACC1459,"Rich, Newman and Levine",FinTech,AG,2024-12-01,event,Enterprise,40,False,True
ACC1460,Briggs PLC,EdTech,JM,2025-07-17,ads,Basic,9,False,False
ACC1461,Rich PLC,SaaS,MG,2024-07-14,ads,Pro,5,True,False
ACC1462,Campbell Inc,EdTech,BE,2024-08-21,ads,Pro,39,True,False
ACC1463,Johnson Ltd,EdTech,ID,2025-03-07,ads,Enterprise,32,True,False
ACC1464,"Montes, Jennings and Lopez",FinTech,VC,2026-04-05,ads,Basic,28,False,True
ACC1465,Reed Ltd,EdTech,MZ,2025-12-02,event,Enterprise,46,False,True
ACC1466,Ford and Sons,SaaS,BT,2024-09-08,organic,Enterprise,37,False,True
ACC1467,Moore-Peck,DevTools,ZA,2025-08-21,partner,Pro,7,True,False
ACC1468,Norman and Sons,SaaS,KE,2024-10-21,ads,Enterprise,14,False,False
ACC1469,"Duke, Lopez and Stevens",DevTools,MX,2026-05-04,event,Basic,9,True,False
ACC1470,Cannon-Morris,SaaS,TO,2025-01-03,organic,Basic,23,False,True
ACC1471,Thompson PLC,SaaS,KH,2025-05-15,ads,Enterprise,30,False,False
ACC1472,"Torres, Bradley and Howell",DevTools,CU,2024-10-16,event,Basic,24,True,True
ACC1473,Johnson-Riley,EdTech,ML,2025-08-02,organic,Enterprise,17,True,False
ACC1474,Holloway-Crawford,DevTools,PW,2026-02-04,ads,Basic,32,False,True
ACC1475,Horn and Sons,EdTech,US,2025-07-27,event,Enterprise,33,False,True
ACC1476,Boyd-Parker,DevTools,BI,2024-05-22,event,Enterprise,3,True,False
ACC1477,Diaz-Perry,FinTech,KI,2026-01-18,event,Enterprise,18,False,True
ACC1478,Reyes Group,SaaS,PY,2025-09-17,organic,Pro,34,True,True
ACC1479,"Jackson, Jones and Robinson",EdTech,TV,2025-08-07,event,Basic,11,False,False
ACC1480,"Lopez, Howard and Miller",SaaS,MR,2024-06-18,event,Enterprise,21,True,False
ACC1481,Farmer-Leach,SaaS,GH,2026-01-29,event,Enterprise,49,True,True
ACC1482,Tyler-Miles,EdTech,BJ,2025-04-28,organic,Enterprise,22,False,True
ACC1483,Newman PLC,DevTools,CL,2025-03-20,event,Enterprise,11,False,False
ACC1484,"Harper, Jackson and Ware",SaaS,LC,2026-04-24,ads,Pro,10,False,False
ACC1485,"Wilson, Bailey and Alvarez",DevTools,KW,2024-10-29,organic,Pro,39,False,True
ACC1486,"Cooper, Fuller and Williams",EdTech,AZ,2025-12-16,partner,Pro,46,False,True
ACC1487,Scott-Leon,SaaS,KP,2025-01-10,event,Basic,16,False,False
ACC1488,Conrad Group,FinTech,GT,2025-09-19,ads,Basic,25,True,True
ACC1489,"Olsen, Cooper and Walter",EdTech,TN,2024-05-21,ads,Basic,37,True,False
ACC1490,Martin PLC,SaaS,FR,2025-03-30,event,Pro,42,False,False
ACC1491,Morales-Wang,FinTech,DZ,2026-03-26,event,Basic,13,False,False
ACC1492,Santiago Ltd,EdTech,BA,2024-11-05,ads,Pro,33,True,False
ACC1493,Myers-Aguilar,SaaS,MZ,2024-07-16,partner,Pro,47,False,False
ACC1494,Blair-Gray,SaaS,CL,2024-10-18,partner,Basic,38,True,True
ACC1495,Burns-Reynolds,SaaS,CV,2025-08-26,organic,Pro,7,False,True
ACC1496,"Parker, Armstrong and Nguyen",EdTech,PY,2024-05-22,organic,Enterprise,9,True,False
ACC1497,Myers Inc,FinTech,LY,2025-11-20,organic,Pro,14,False,False
ACC1498,Tucker-Chase,FinTech,TW,2026-04-22,organic,Pro,34,True,True
ACC1499,Smith-Rodriguez,SaaS,MK,2024-06-23,organic,Basic,45,True,True
